Show,EpId,lectura,sent_idx,clip_name,start_sample,stop_sample,start_s,stop_s,dur_s,n_palabras_ref,n_palabras_asr,anclaje,precision,pal_por_seg,texto_ref,texto_asr
ATMA,2020-05-27_10_23_37,Lectura 1,2,ATMA_2020-05-27_10_23_37_s002.wav,331260,520760,20.704,32.547,11.844,33,32,0.939,0.969,2.7,"La ministra de Desarrollo e Inclusión Social, Ariela Luna, informó que las personas que no puedan acceder al Bono Familiar Universal y logren inscribirse en la plataforma de Reniec, recibirán un nuevo bono.",la ministra de desarrollo e inclusion social ariela luna informo que las personas que no pueden acceder al bono familia universal y logren inscribirse en la plataforma reniej recibiran un nuevo bono
ATMA,2020-05-27_10_23_37,Lectura 1,4,ATMA_2020-05-27_10_23_37_s004.wav,520760,665280,32.547,41.58,9.033,19,19,1.0,1.0,2.1,"Además, apuntó que solo se ha pagado el 32% del bono rural y el 35% del bono familiar universal.",ademas apunto que solo se ha pagado el 32 del bono rural y el 35 del bono familia universal
ATMA,2020-05-27_10_23_37,Lectura 1,5,ATMA_2020-05-27_10_23_37_s005.wav,665280,888640,41.58,55.54,13.96,32,31,0.969,1.0,2.22,"Durante sesión virtual de la Comisión de Fiscalización y Contraloría, la titular del Midis reconoció que se han cometido errores en el reparto del bono e informó del avance en su entrega.",durante sesion virtual de la comision de fiscalizacion y contraloria la titular del midis reconocio que se han cometido errores en el reparto del bono informo del avance en su entrega
ATMA,2020-05-27_10_23_37,Lectura 1,6,ATMA_2020-05-27_10_23_37_s006.wav,888640,998920,55.54,62.432,6.893,18,18,1.0,1.0,2.61,"“Hemos reconocido que el padrón general de hogares era a demanda y no estaba preparado para esto”, apuntó.",hemos reconocido que el patron general de hogares era a demanda y no estaba preparado para esto apunto
ATMA,2020-05-27_10_23_37,Lectura 1,7,ATMA_2020-05-27_10_23_37_s007.wav,998920,1178880,62.432,73.68,11.248,28,27,0.929,1.0,2.4,"Añadió que, a la fecha, 3.2 millones de hogares han cobrado el bono de S/ 760 para aliviar el impacto económico de la pandemia del COVID-19.",anadio que a la fecha 3 2 millones de hogares han cobrado el bono de 760 para aliviar el impacto economico de la pandemia covid 19 fallecidos
ATMA,2020-05-27_10_23_37,Lectura 1,8,ATMA_2020-05-27_10_23_37_s008.wav,1178880,1286720,73.68,80.42,6.74,12,15,1.0,0.8,2.23,"En la misma sesión, la viceministra de Políticas y Evaluación Social, Claudia",en el padron en la misma sesion la viceministra de politicas y evaluacion social claudia
ATMA,2020-05-27_10_23_37,Lectura 1,9,ATMA_2020-05-27_10_23_37_s009.wav,1286720,1381620,80.42,86.351,5.931,12,12,1.0,1.0,2.02,"Benavides, informó que el 0,3% del padrón estaba conformado por fallecidos.",benavides informo que el 0 3 del padron estaba conformado por fallecidos
ATMA,2020-05-27_10_23_37,Lectura 1,10,ATMA_2020-05-27_10_23_37_s010.wav,1381620,1505660,86.351,94.104,7.753,24,24,1.0,1.0,3.1,"“Esa información se limpió y se designó a otro miembro del hogar para que pueda hacer el cobro en una actualización del padrón”, anotó.",esta informacion se limpio y se designo a otro miembro del hogar para que pueda hacer el cobro en una actualizacion del padron anoto
ATMA,2020-05-27_10_23_37,Lectura 1,11,ATMA_2020-05-27_10_23_37_s011.wav,1505660,1601540,94.104,100.096,5.992,15,14,0.867,0.929,2.34,Añadió que ahora hacen cotejos diarios con la base de datos de fallecidos del Reniec.,anadio que ahora cotejos diarios en la base de datos de fallecidos del reniej
ATMA,2020-05-27_10_23_37,Lectura 1,12,ATMA_2020-05-27_10_23_37_s012.wav,1601540,1805600,100.096,112.85,12.754,32,32,1.0,1.0,2.51,"Además, sobre el registro de nuevos beneficiarios en el padrón del bono, indicó que se está trabajando en la emisión de mensajes personalizados para los usuarios que no podrán acceder al subsidio.",ademas sobre el registro de nuevos beneficiarios en el padron del bono indico que se esta trabajando en la emision de mensajes personalizados para los usuarios que no podran acceder al subsidio
ATMA,2020-05-27_10_23_55,Lectura 2,0,ATMA_2020-05-27_10_23_55_s000.wav,0,168220,0.0,10.514,10.514,26,26,1.0,1.0,2.47,"Maritza García no integrará Unidos por la República ni apoyará a Salaverry Presidente del Congreso, Daniel Salaverry, había anunciado esta noche la conformación de la bancada.",maritza garcia no integrara unidos por la republica ni apoyara a salaverri presidente del congreso daniel salaverri habia anunciado esta noche la conformacion de la bancada
ATMA,2020-05-27_10_23_55,Lectura 2,1,ATMA_2020-05-27_10_23_55_s001.wav,168220,317020,10.514,19.814,9.3,20,20,0.95,0.95,2.15,"Maritza García, sin embargo, anunció que continuará con en Cambio 21 y apoyará a Pedro Olaechea a la Mesa Directiva.",maritza garcia sin embargo anuncio que continuara con el cambio 21 y apoyara a pedro olaychea a la mesa directa
ATMA,2020-05-27_10_23_55,Lectura 2,2,ATMA_2020-05-27_10_23_55_s002.wav,317020,533560,19.814,33.347,13.534,34,33,0.971,1.0,2.44,"Horas movidas hubo esta la noche del miércoles 25 en el Congreso, en medio de la culminación de la legislatura y cierre del plazo para la inscripción de las listas a la Mesa Directiva.",horas movidas hubo esta noche el miercoles 25 en el congreso en medio de la culminacion de la legislatura y cierre del plazo para la inscripcion de las listas a la mes directiva
ATMA,2020-05-27_10_23_55,Lectura 2,3,ATMA_2020-05-27_10_23_55_s003.wav,533560,726520,33.347,45.407,12.06,27,27,1.0,1.0,2.24,"La recién oficializada bancada Unidos por la República se quedó sin su primera integrante, luego que Maritza García señaló que no formará parte de la agrupación parlamentaria.",la recien oficializada bancada unidos por la republica se quedo sin su primera integrante luego que maritza garcia senalo que no formara parte de la agrupacion parlamentaria
ATMA,2020-05-27_10_23_55,Lectura 2,4,ATMA_2020-05-27_10_23_55_s004.wav,726520,869460,45.407,54.341,8.934,17,17,0.941,0.941,1.9,"La bancada fue oficializada mediante solicitud al Oficial Mayor, siendo integrada por 6 congresistas, incluyendo Daniel Salaverry.",la bancada fue oficializada mediante solicitud al oficial mayor siendo integrada por seis congresistas incluyendo daniel salaverri
ATMA,2020-05-27_10_23_55,Lectura 2,5,ATMA_2020-05-27_10_23_55_s005.wav,869460,1016760,54.341,63.547,9.206,15,15,0.933,0.933,1.63,"Sin García, quedan 5 parlamentarios, aunque su permanencia peligra si otro legislador deja la agrupación.",sin garcia quedan cinco parlamentarios aunque su permanencia peligra si otro legislador deja la agrupacion
ATMA,2020-05-27_10_23_55,Lectura 2,6,ATMA_2020-05-27_10_23_55_s006.wav,1016760,1144319,63.547,71.52,7.972,17,17,0.941,0.941,2.13,"“No formaré parte de la Bancada Republicana”, anunció Maritza García a través de su cuenta de Twitter.",no conforme parte de la bancada republicana anuncio maritza garcia a traves de su cuenta de twitter
ATMA,2020-05-27_10_23_55,Lectura 2,7,ATMA_2020-05-27_10_23_55_s007.wav,1144319,1317339,71.52,82.334,10.814,25,25,1.0,1.0,2.31,"“Seguiré en Cambio 21 con la esperanza de un Perú mejor y siempre bajo el mismo lineamiento político que coincidan con el colega Olaechea”, añadió.",seguire en cambio 21 con la esperanza de un peru mejor y siempre bajo el mismo lineamiento politico que coincidan con el colega olechea anadio
ATMA,2020-05-27_10_23_55,Lectura 2,8,ATMA_2020-05-27_10_23_55_s008.wav,1317339,1512280,82.334,94.517,12.184,26,25,0.923,0.96,2.05,"Es extraño el movimiento realizado por Maritza García, siendo anunciada en una bancada pese a estar en una y luego señalar que continuará en Cambio 21.",es extrano el movimiento realizado por maritza garcia siendo anunciado en una bancada pese a ser una y luego senalara que continuara en cambio 21
ATMA,2020-05-27_10_23_55,Lectura 2,9,ATMA_2020-05-27_10_23_55_s009.wav,1512280,1622400,94.517,101.4,6.883,16,16,1.0,1.0,2.32,Genera desconcierto frente a lo que suceda de cara a las elecciones de la Mesa Directiva.,genera desconcierto frente a lo que suceda de cara a las elecciones de la mesa directiva
ATMA,2020-05-27_10_23_55,Lectura 2,10,ATMA_2020-05-27_10_23_55_s010.wav,1622400,1892200,101.4,118.263,16.863,33,33,0.97,1.0,1.96,"La única lista presentada hasta el momento está encabezada por Pedro Olaechea de Acción Republicana y conformada por Karina Beteta de Fuerza Popular, Salvador Heresi de Contigo y Marvin Palma de Cambio 21.",la unica lista presentada hasta el momento esta encabezada por pedro olechea de accion republicana y conformada por karina beteta de fuerza popular salvador eresi de contigo y marvin palma de cambio peru
ATMA,2020-05-27_10_23_55,Lectura 2,11,ATMA_2020-05-27_10_23_55_s011.wav,1892200,1969920,118.263,123.12,4.857,9,9,1.0,1.0,1.85,Una segunda lista podría ser liderada por Daniel Salaverry.,una segunda lista podria ser liderada por daniel salaberry
ATMA,2020-05-27_10_23_55,Lectura 2,12,ATMA_2020-05-27_10_23_55_s012.wav,1969920,2194400,123.12,137.15,14.03,37,38,0.973,0.947,2.71,"No obstante, dada la salida de Maritza García de Unidos por la República, la bancada podría quedar en disolución, si es que se retira otro de sus integrantes –Lucio Ávila también era vocero titular de Cambio 21–.",no obstante dada la salida de maritza garcia de unidos por la republica la bancada podria quedar en disolucion si es que se trata de otro de sus integrantes lucio avila tambien era vocero titular del cambio 21
ATMA,2020-05-27_10_24_13,Lectura 3,0,ATMA_2020-05-27_10_24_13_s000.wav,0,67160,0.0,4.197,4.197,9,10,0.889,1.0,2.38,"Sismo de magnitud 4 se reportó en Piura, señala",sismo de magnitud 4 se reporto en piura senal igp
ATMA,2020-05-27_10_24_13,Lectura 3,1,ATMA_2020-05-27_10_24_13_s001.wav,67160,228120,4.197,14.258,10.06,25,25,1.0,1.0,2.49,"Las autoridades locales del Instituto Nacional de Defensa Civil aún no han reportado daños personales ni materiales a causa del sismo, que ocurrió esta madrugada",las autoridades locales del instituto nacional de defensa civil aun no han reportado danos personales ni materiales a causa del sismo que ocurrio esta madrugada
ATMA,2020-05-27_10_24_13,Lectura 3,2,ATMA_2020-05-27_10_24_13_s002.wav,228120,357759,14.258,22.36,8.102,23,23,0.913,0.913,2.84,"Un sismo de magnitud 4 se registró a las 3:46 a.m. de este lunes en la región Piura, informó el Instituto",un sismo de magnitud 4 se registro a las 3 46 am de este lunes en la region de piura informo el instituto
ATMA,2020-05-27_10_24_13,Lectura 3,3,ATMA_2020-05-27_10_24_13_s003.wav,357759,400120,22.36,25.008,2.648,8,8,1.0,1.0,3.02,Geofísico del Perú (IGP) en sus redes sociales.,geofisico del peru igp en sus redes sociales
ATMA,2020-05-27_10_24_13,Lectura 3,4,ATMA_2020-05-27_10_24_13_s004.wav,400120,596840,25.008,37.303,12.295,37,37,0.946,0.946,3.01,"De acuerdo con el IGP, el epicentro de este movimiento telúrico se ubicó a 47 kilómetros al noreste de Sullana, en la provincia del mismo nombre, en la región de Piura, y a 31 kilómetros de profundidad.",de acuerdo con el igp el epicentro de este movimiento telurico se ubico a 47 kilometros del noroeste de suyana en la provincia del mismo nombre en la region de piura y a 31 kilometros de profundidad
ATMA,2020-05-27_10_24_13,Lectura 3,5,ATMA_2020-05-27_10_24_13_s005.wav,596840,786580,37.303,49.161,11.859,26,26,1.0,1.0,2.19,"Las autoridades locales del Instituto Nacional de Defensa Civil (Indeci) aún no han reportado daños personales ni materiales a causa del sismo, que ocurrió esta madrugada.",las autoridades locales del instituto nacional de defensa civil indeci aun no han reportado danos personales ni materiales a causa del sismo que ocurrio esta madrugada
ATMA,2020-05-27_10_24_13,Lectura 3,6,ATMA_2020-05-27_10_24_13_s006.wav,786580,980820,49.161,61.301,12.14,31,31,1.0,1.0,2.55,"En casos de sismo, las autoridades del Indeci recomiendan actuar con calma y tener identificadas las zonas seguras dentro y fuera del hogar, a fin de evitar daños personales que lamentar.",en casos de sismo las autoridades del indeci recomiendan actuar con calma y tener identificadas las zonas seguras dentro y fuera del hogar a fin de evitar danos personales que lamentar
ATMA,2020-05-27_10_24_13,Lectura 3,7,ATMA_2020-05-27_10_24_13_s007.wav,980820,1134660,61.301,70.916,9.615,18,18,1.0,1.0,1.87,"Además, aconsejan tener una mochila de emergencia que contenga herramientas, radio portátil y alimentos básicos enlatados no perecibles.",ademas aconsejan tener una mochila de emergencia que contenga herramientas radio portatil y alimentos basicos enlatados no perecibles
ATMA,2020-05-27_10_24_13,Lectura 3,8,ATMA_2020-05-27_10_24_13_s008.wav,1134660,1281120,70.916,80.07,9.154,23,23,1.0,1.0,2.51,"Perú se ubica en la zona denominada Cinturón de Fuego del Pacífico, donde se registra aproximadamente el 85% de la actividad sísmica mundial.",peru se ubica en la zona denominada cinturon de fuego del pacifico donde se registra aproximadamente el 85 de la actividad sismica mundial
ATMA,2020-05-27_10_24_30,Lectura 4,0,ATMA_2020-05-27_10_24_30_s000.wav,0,106860,0.0,6.679,6.679,17,17,1.0,1.0,2.55,Día de la Educación Inicial: ¿cómo mejorar la relación padre-docente en el aprendizaje infantil en línea?,dia de la educacion inicial como mejorar la relacion padre docente en el aprendizaje infantil en linea
ATMA,2020-05-27_10_24_30,Lectura 4,1,ATMA_2020-05-27_10_24_30_s001.wav,106860,223800,6.679,13.988,7.309,22,22,1.0,1.0,3.01,Los padres de familia deben asegurarse de hacer el seguimiento constante a los avances en los cursos y tareas de los niños.,los padres de familia deben asegurarse de hacer el seguimiento constante a los avances en los cursos y tareas de los ninos
ATMA,2020-05-27_10_24_30,Lectura 4,2,ATMA_2020-05-27_10_24_30_s002.wav,223800,405759,13.988,25.36,11.372,32,32,1.0,1.0,2.81,"Con la implementación de la cuarentena, han ocurrido una serie de cambios importantes en nuestras vidas: cambios en la forma en que interactuamos, cambios en el trabajo, y cambios en la educación.",con la implementacion de la cuarentena han ocurrido una serie de cambios importantes en nuestras vidas cambios en la forma en que interactuamos cambios en el trabajo y cambios en la educacion
ATMA,2020-05-27_10_24_30,Lectura 4,3,ATMA_2020-05-27_10_24_30_s003.wav,405759,682520,25.36,42.657,17.298,44,44,1.0,1.0,2.54,"Dentro de este último plano, los roles también han cambiado, particularmente para los padres que, si bien no van a adoptar el rol de maestros, ahora deben involucrarse más directamente en los procesos de aprendizaje de sus hijos, quienes llevan sus clases desde casa.",dentro de este ultimo plano los roles tambien han cambiado particularmente para los padres que si bien no van a adoptar el rol de maestros ahora deben involucrarse mas directamente en los procesos de aprendizaje de sus hijos quienes llevan sus clases desde casa
ATMA,2020-05-27_10_24_30,Lectura 4,4,ATMA_2020-05-27_10_24_30_s004.wav,682520,948600,42.657,59.288,16.63,34,34,1.0,1.0,2.04,"Por ello, la editorial SM ha puesto a disposición de padres de familia y docentes el espacio Gestionando hijos, cuyo objetivo es brindar de manera gratuita contenido que refuerce la labor educativa de ambos.",por ello la editorial sm ha puesto a disposicion de padres de familia y docentes el espacio gestionando hijos cuyo objetivo es brindar de manera gratuita contenido que refuerce la labor educativa de ambos
ATMA,2020-05-27_10_24_30,Lectura 4,5,ATMA_2020-05-27_10_24_30_s005.wav,948600,1174400,59.288,73.4,14.113,18,19,1.0,1.0,1.35,"Asimismo, Emil Blondet, especialista en asesoría psicopedagógica de la editorial, nos brinda algunas recomendaciones para mejorar esta relación.",asimismo emil blondet especialista en asesoria psicopedagogica de la editorial nos brinda algunas recomendaciones para mejorar esta relacion supervision
ATMA,2020-05-27_10_24_30,Lectura 4,6,ATMA_2020-05-27_10_24_30_s006.wav,1174400,1340059,73.4,83.754,10.354,26,27,1.0,1.0,2.61,Los padres de familia deben asegurarse de hacer el seguimiento constante a los avances en los cursos y tareas de los niños para brindar mayor acompañamiento.,constante los padres de familia deben asegurarse de hacer el seguimiento constante a los avances en los cursos y tareas de los ninos para brindar mayor acompanamiento
